closure_fraction,demand_multiplier,distance_beta_per_km,method,metric,mean,sd,ci95_low,ci95_high,n
0.1,2.0,0.5,nearest,rerouted_fraction,0.7515082816346429,0.1359029985392186,0.697135758148545,0.8058808051207408,24
0.1,2.0,0.5,nearest,energy_weighted_extra_distance_km,0.7714694107891619,0.5338162503985642,0.5578984305750595,0.9850403910032642,24
0.1,2.0,0.5,nearest,max_capacity_utilization,0.9691391904903264,0.13040973649041745,0.9169644295479117,1.021313951432741,24
0.1,2.0,0.5,no_choice,served_fraction,0.46677022680096153,0.1801983729389272,0.3946758626582086,0.5388645909437144,24
0.1,2.0,0.5,no_choice,rerouted_fraction,0.0,0.0,0.0,0.0,24
0.1,2.0,0.5,no_choice,energy_weighted_extra_distance_km,0.0,0.0,0.0,0.0,24
0.1,2.0,0.5,no_choice,max_capacity_utilization,0.9593606020347494,0.17782935895585392,0.8882140408824976,1.030507163187001,24
0.1,2.0,1.0,coordinated,served_fraction,1.0,0.0,1.0,1.0,24
0.1,2.0,1.0,coordinated,rerouted_fraction,0.5332297731990385,0.1801983729389272,0.4611354090562856,0.6053241373417915,24
0.1,2.0,1.0,coordinated,energy_weighted_extra_distance_km,0.7225005737654092,0.5152075420966725,0.5163746274362551,0.9286265200945634,24
0.1,2.0,1.0,coordinated,max_capacity_utilization,0.9691391904903265,0.1304097364904175,0.9169644295479118,1.0213139514327412,24
0.1,2.0,1.0,logit,served_fraction,0.9999999999999893,5.2077065258652744e-14,0.9999999999999685,1.0000000000000102,24
0.1,2.0,1.0,logit,rerouted_fraction,0.6545449677629177,0.14278544031793267,0.5974188940882502,0.7116710414375852,24
0.1,2.0,1.0,logit,energy_weighted_extra_distance_km,1.086082397768611,0.544566220393473,0.8682105338190084,1.3039542617182136,24
0.1,2.0,1.0,logit,max_capacity_utilization,0.943601736614773,0.16601858611496748,0.8771804687274432,1.0100230045021028,24
0.1,2.0,1.0,nearest,served_fraction,1.0,0.0,1.0,1.0,24
0.1,2.0,1.0,nearest,rerouted_fraction,0.7515082816346429,0.1359029985392186,0.697135758148545,0.8058808051207408,24
0.1,2.0,1.0,nearest,energy_weighted_extra_distance_km,0.7714694107891619,0.5338162503985642,0.5578984305750595,0.9850403910032642,24
0.1,2.0,1.0,nearest,max_capacity_utilization,0.9691391904903264,0.13040973649041745,0.9169644295479117,1.021313951432741,24
0.1,2.0,1.0,no_choice,served_fraction,0.46677022680096153,0.1801983729389272,0.3946758626582086,0.5388645909437144,24
0.1,2.0,1.0,no_choice,rerouted_fraction,0.0,0.0,0.0,0.0,24
0.1,2.0,1.0,no_choice,energy_weighted_extra_distance_km,0.0,0.0,0.0,0.0,24
0.1,2.0,1.0,no_choice,max_capacity_utilization,0.9593606020347494,0.17782935895585392,0.8882140408824976,1.030507163187001,24
0.1,2.0,2.0,coordinated,served_fraction,1.0,0.0,1.0,1.0,24
0.1,2.0,2.0,coordinated,rerouted_fraction,0.5332297731990385,0.1801983729389272,0.4611354090562856,0.6053241373417915,24
0.1,2.0,2.0,coordinated,energy_weighted_extra_distance_km,0.7225005737654092,0.5152075420966725,0.5163746274362551,0.9286265200945634,24
0.1,2.0,2.0,coordinated,max_capacity_utilization,0.9691391904903265,0.1304097364904175,0.9169644295479118,1.0213139514327412,24
0.1,2.0,2.0,logit,served_fraction,0.9999999999991082,1.7523961525281528e-12,0.999999999998407,0.9999999999998093,24
0.1,2.0,2.0,logit,rerouted_fraction,0.6225112322584082,0.14429339494985347,0.5647818510811736,0.6802406134356428,24
0.1,2.0,2.0,logit,energy_weighted_extra_distance_km,0.8835035144919733,0.5604173467953119,0.659289879192003,1.1077171497919436,24
0.1,2.0,2.0,logit,max_capacity_utilization,0.9553336714534163,0.1466846575507933,0.8966475859846755,1.0140197569221572,24
0.1,2.0,2.0,nearest,served_fraction,1.0,0.0,1.0,1.0,24
0.1,2.0,2.0,nearest,rerouted_fraction,0.7515082816346429,0.1359029985392186,0.697135758148545,0.8058808051207408,24
0.1,2.0,2.0,nearest,energy_weighted_extra_distance_km,0.7714694107891619,0.5338162503985642,0.5578984305750595,0.9850403910032642,24
0.1,2.0,2.0,nearest,max_capacity_utilization,0.9691391904903264,0.13040973649041745,0.9169644295479117,1.021313951432741,24
0.1,2.0,2.0,no_choice,served_fraction,0.46677022680096153,0.1801983729389272,0.3946758626582086,0.5388645909437144,24
0.1,2.0,2.0,no_choice,rerouted_fraction,0.0,0.0,0.0,0.0,24
0.1,2.0,2.0,no_choice,energy_weighted_extra_distance_km,0.0,0.0,0.0,0.0,24
0.1,2.0,2.0,no_choice,max_capacity_utilization,0.9593606020347494,0.17782935895585392,0.8882140408824976,1.030507163187001,24
0.1,4.0,0.5,coordinated,served_fraction,0.8035819599182901,0.19786695735693446,0.7244186897796405,0.8827452300569396,24
0.1,4.0,0.5,coordinated,rerouted_fraction,0.6718129217021499,0.09933835355136703,0.6320693029476063,0.7115565404566935,24
0.1,4.0,0.5,coordinated,energy_weighted_extra_distance_km,0.8680552792843611,0.6482903729064402,0.6086851115503913,1.127425447018331,24
0.1,4.0,0.5,coordinated,max_capacity_utilization,0.9887797330877369,0.05496785742576027,0.9667880099396995,1.0107714562357744,24
0.1,4.0,0.5,logit,served_fraction,0.8035819599182901,0.1978669573569345,0.7244186897796405,0.8827452300569396,24
0.1,4.0,0.5,logit,rerouted_fraction,0.7836907953950227,0.08847548439547297,0.748293229447657,0.8190883613423885,24
