hour_index,timestamp_local,station_index,station_id,traffic_multiplier,power_threat,communication_threat,arrival_rate_pps,backup_duration_s,nominal_service_rate_pps,degraded_service_rate_pps,effective_service_rate_pps,utilization,erasure_probability,algebraic_support,effective_action_fraction,generated_packets,arrival_attempts_including_retries,delivered_packets,buffer_drops,erasures,control_generated,control_delivered,control_failed,control_delivery_fraction,control_on_time_fraction,control_latency_mean_ms,control_latency_p95_ms,control_latency_p99_ms,attempt_drop_fraction
1282,2018-02-24T03:00,27,B027,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,482,483,482,0,1,24,24,0,1.0,1.0,36.543039830389766,97.44209748179705,109.66539344090846,0.0
1282,2018-02-24T03:00,28,B028,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,445,445,445,0,0,27,27,0,1.0,1.0,37.5304325593293,90.75417335962176,100.15418864217345,0.0
1282,2018-02-24T03:00,29,B029,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,491,492,491,0,1,16,16,0,1.0,1.0,46.184170200756604,180.8871941166892,198.3464088201593,0.0
1282,2018-02-24T03:00,30,B030,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,476,477,476,0,1,23,23,0,1.0,1.0,30.092915148175578,82.018219675983,137.84781673638585,0.0
1282,2018-02-24T03:00,31,B031,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,473,475,473,0,2,26,26,0,1.0,1.0,47.901904856414795,121.0906988231244,158.6556097309142,0.0
1282,2018-02-24T03:00,32,B032,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,462,463,462,0,1,25,25,0,1.0,1.0,39.22907969392327,110.51633739360793,239.25307530425238,0.0
1282,2018-02-24T03:00,33,B033,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,494,495,494,0,1,31,31,0,1.0,1.0,50.08539375590954,135.92509061987812,138.50805042421683,0.0
1282,2018-02-24T03:00,34,B034,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,500,501,500,0,1,22,22,0,1.0,1.0,32.183050282050594,89.30435516448794,94.24997858782419,0.0
1282,2018-02-24T03:00,35,B035,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,473,473,473,0,0,26,26,0,1.0,1.0,29.467010479008835,86.76960868088024,135.28030114960953,0.0
1282,2018-02-24T03:00,36,B036,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,450,451,450,0,1,27,27,0,1.0,1.0,36.91035938136941,69.19701848344761,79.55997416578414,0.0
1282,2018-02-24T03:00,37,B037,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,482,482,482,0,0,20,20,0,1.0,1.0,37.983627996936875,99.44520990990995,100.36937865801448,0.0
1282,2018-02-24T03:00,38,B038,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,472,473,472,0,1,15,15,0,1.0,1.0,47.22645367965292,108.95311496727365,152.48944986536708,0.0
1282,2018-02-24T03:00,39,B039,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,461,462,461,0,1,25,25,0,1.0,1.0,32.61922992805913,92.50379762279543,104.74092857547929,0.0
1282,2018-02-24T03:00,40,B040,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,473,473,473,0,0,23,23,0,1.0,1.0,58.726166103603504,179.38112804927982,222.75365843731453,0.0
1282,2018-02-24T03:00,41,B041,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,477,478,477,0,1,35,35,0,1.0,1.0,28.18252603459064,96.89626805824429,114.0573319339015,0.0
1282,2018-02-24T03:00,42,B042,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,475,476,475,0,1,27,27,0,1.0,1.0,33.7014850494374,90.52805715321274,192.10935632948073,0.0
1282,2018-02-24T03:00,43,B043,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,463,464,463,0,1,22,22,0,1.0,1.0,61.13904166371909,165.07460508310544,185.12564788311238,0.0
1282,2018-02-24T03:00,44,B044,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,480,481,480,0,1,29,29,0,1.0,1.0,39.97986358754947,98.6089182032415,166.18610990497606,0.0
1282,2018-02-24T03:00,45,B045,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,449,450,449,0,1,20,20,0,1.0,1.0,33.24218680003512,101.60430184065581,116.9593870954266,0.0
1282,2018-02-24T03:00,46,B046,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,503,504,503,0,1,25,25,0,1.0,1.0,37.37434010677234,95.34358175650857,116.04535958939141,0.0
1282,2018-02-24T03:00,47,B047,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,500,501,500,0,1,29,29,0,1.0,1.0,44.604551213770705,97.49489734064713,173.77243616044586,0.0
1282,2018-02-24T03:00,48,B048,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,467,470,467,0,3,17,17,0,1.0,1.0,29.4499108904116,106.0324511256951,107.09211325179439,0.0
1282,2018-02-24T03:00,49,B049,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,473,474,473,0,1,28,28,0,1.0,1.0,31.568162669966004,92.27208588827357,137.23751261212502,0.0
1282,2018-02-24T03:00,0,B000,0.5,0.0,0.0,4.0,300.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,473,475,473,0,2,19,19,0,1.0,1.0,43.615959440913294,116.65611946002437,189.33455187320047,0.0
1282,2018-02-24T03:00,1,B001,0.5,0.0,0.0,4.0,300.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,459,459,459,0,0,13,13,0,1.0,1.0,36.29211820567177,81.11501230436883,90.2769549488488,0.0
1282,2018-02-24T03:00,2,B002,0.5,0.0,0.0,4.0,300.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,495,499,495,0,4,18,18,0,1.0,1.0,37.90925214286164,97.59517455079985,102.58532359676933,0.0
