forecast,condition,group,policy,comparator,n,proposed_mean,reference_mean,difference,ci_low,ci_high,reduction_percent,paired_t_p,wilcoxon_p,holm_paired_t,holm_wilcoxon
weekly,matrix_scale_075,independent,protected_0.001,central,1024,498.7965214250941,500.25871006229886,-1.4621886372047033,-2.1943749304935087,-0.8395124461101767,0.2922864925275588,2.4742881275825435e-05,0.0008107448278109967,0.003191831684581481,0.07945299312547767
weekly,matrix_scale_075,independent,observed,matched,1024,503.9019542305121,498.81958591141296,5.082368319099109,3.7628295540465606,6.54358698168668,-1.0188790622190411,1.5369658919498037e-12,1.531021045334892e-18,2.42840610928069e-10,2.4343234620824783e-16
weekly,matrix_scale_075,independent,observed,central,1024,503.9019542305121,500.25871006229886,3.643244168213266,2.5225353481293404,4.881330607258813,-0.7282720110479558,2.0257569086734032e-09,4.656096780516434e-13,2.977862655749903e-07,7.030706138579817e-11
weekly,matrix_scale_125,published,central,matched,1024,526.124580431881,527.1209123463245,-0.996331914443593,-1.6388049231053523,-0.4118106417353142,0.18901392282251012,0.0015632646048583732,1.2489113153534818e-06,0.15632646048583732,0.0001511182691577713
weekly,matrix_scale_125,published,robust,central,1024,528.2124911253345,526.124580431881,2.0879106934535074,1.404397262969937,2.824911496144603,-0.3968472052264883,8.382860561784259e-09,6.985674997393518e-08,1.2071319208969334e-06,9.081377496611573e-06
weekly,matrix_scale_125,published,protected_0.001,matched,1024,526.2853768756034,527.1209123463245,-0.8355354707210888,-1.3365899314718004,-0.4266574552917926,0.15850926251473255,0.00035285238834382266,1.5448002892985672e-07,0.03951946749450814,1.9618963674091803e-05
weekly,matrix_scale_125,published,protected_0.001,central,1024,526.2853768756034,526.124580431881,0.16079644372250426,-0.2529799147319324,0.5836388306428526,-0.030562427551001508,0.4475797045849448,0.006374155330950615,1.0,0.5609256691236542
weekly,matrix_scale_125,independent,central,matched,1024,498.7353280756378,498.81958591141296,-0.08425783577512183,-0.22291243071169578,0.059403041442232615,0.016891444954225485,0.24019333636382728,0.11018379850621704,1.0,1.0
weekly,matrix_scale_125,independent,robust,central,1024,503.8221726861685,498.7353280756378,5.08684461053065,3.4777193461672113,6.925065415704466,-1.019948723135006,8.770151212676515e-09,3.424068106251909e-12,1.2541316234127416e-06,5.101861478315344e-10
weekly,matrix_scale_125,independent,protected_0.001,matched,1024,498.75956302812034,498.81958591141296,-0.06002288329267449,-0.1313046436443243,0.0032227310927156355,0.012032984467320847,0.08236958664926587,0.10697788896510474,1.0,1.0
